cliente,edad,flag_visita_unica,indicador_frecuencia_find_semana,indicador_frecuencia_semana,indicador_genero_mas_visto,incidencia_personal_dulceria,Numero_entradas_compradas_moda,TP_boleteria,indicador_nro_visitas_mes,indicador_estreno,indicador_promocion_especiales,indicador_promocion_nino,indicador_upselling_combo,canal_venta_preferido,indicador_cliente_prime,indicador_cliente_xtreme,total_dulceria,total_boleteria,canti_visitas_periodo,tp_cliente_dulceria,PROMEDIO_ENTRADAS_COMPRADAS,Nro_entradas_totales_comprada,TP_dul_por_entrada
2965,28,1,0,1,Dibujo animado,1,3,22.5,0,0,0,0,0,Complejos,0,0,24,22.5,1,24,3,3,8
2966,26,0,0.2727,0.7273,Ciencia Ficcion,0.59,2,20.9821,3,0.4091,0.0154,0,0.0714,Tienda Web,0,0,376.5,587.5,22,26.8929,2.3214,65,5.79
2967,36,0,0.4,0.6,Comedia,1,2,17.3889,0,0.5,0.6154,0.2,0.2857,Complejos,0,0,183.5,156.5,5,26.2143,1.4444,13,14.12
2968,33,0,0.2083,0.7917,Accion,0.54,1,37.0962,0,0.4167,0.0328,0,0.7857,Tienda Web,0.2308,0.0385,840,964.5,24,60,2.3462,61,13.77
2969,28,0,0.2308,0.7692,Terror,0.23,2,23.9688,0,0.75,0.4828,0,0.6667,Complejos,0,0,85,383.5,13,28.3333,1.8125,29,2.93
2970,44,0,0,1,Aventura,0.5,3,33.8333,0,0.5,0,0.5,0.3333,Complejos,0,0,112,101.5,2,37.3333,2.6667,8,14
2971,28,1,0,1,Comedia,1,2,31,0,0,1,0,0,Complejos,0,0,33,31,1,33,2,2,16.5
2972,31,1,1,0,Dibujo animado,1,3,22.25,0,0,0.3333,1,0.5,Complejos,0,0,66,44.5,1,33,1.5,3,22
2973,54,1,0,1,Comedia,0,2,36,0,1,1,0,0,Complejos,0,0,0,36,1,0,2,2,0
2974,20,0,0,1,Terror,0,3,40.5,0,1,0.6,0,0,Complejos,0,0,0,81,2,0,2.5,5,0
2975,27,0,0,1,Comedia,0.5,2,18.5769,2,0.5833,0.7273,0,0.5714,Complejos,0,0,185.5,241.5,12,26.5,2.5385,33,5.62
2976,22,1,0,1,Terror,0,2,19,0,0,1,0,0,Complejos,0,0,0,38,1,0,1,2,0
2977,40,1,1,0,Dibujo animado,0,4,34,0,1,0,0,0,Complejos,0,0,0,34,1,0,4,4,0
2978,49,0,0.0714,0.9286,Ciencia Ficcion,0.71,1,13.5091,0,0.5,0,0.0714,0.1667,Tienda Web,0,0.0909,280,297.2,14,23.3333,1.4545,32,8.75
2979,46,0,0.25,0.75,Accion,0,1,9.625,0,0.75,0.75,0,0,Complejos,0,0,0,38.5,4,0,1,4,0
2980,25,0,0,1,Drama,0.5,3,69,0,1,0.5714,0,0.3333,Complejos,0,0,82,138,2,27.3333,3.5,7,11.71
2981,26,0,0.1429,0.8571,Ciencia Ficcion,0.86,3,33.4375,3,0.7143,0.4815,0.1429,0.625,Complejos,0,0,371,267.5,7,46.375,3.375,27,13.74
2982,46,1,0,1,Accion,0,2,16,0,1,0,0,0,Complejos,0,0,0,16,1,0,2,2,0
2983,47,1,0,1,Accion,0,4,34,0,1,1,0,0,Complejos,0,0,0,34,1,0,4,4,0
2984,35,0,0.2,0.8,Familiar,0.4,2,28.2,1,0.2,0.6667,0,0,Complejos,0,0,26,141,5,13,1.8,9,2.89
2985,44,0,0.4,0.6,Accion,0.6,1,35.5,0,0.4,0.6429,0.2,0.6667,Complejos,0,0,140.5,213,5,46.8333,2.3333,14,10.04
2986,40,0,0.1786,0.8214,Accion,0.36,2,18.8438,1,0.75,0.2969,0.0357,0.8,Complejos,0,0,200,603,28,20,2,64,3.13
2987,25,0,0.4286,0.5714,Accion,0.29,2,12.8571,0,0.4286,0.7143,0,0.5,Complejos,0,0,41,90,7,20.5,2,14,2.93
2988,28,0,0.1667,0.8333,Ciencia Ficcion,0.83,2,18.9286,1,0.5,0.4615,0,0,Complejos,0,0,118,132.5,6,23.6,1.8571,13,9.08
2989,32,0,1,0,Dibujo animado,1,6,30,0,0.5,0.7778,0.5,0.6667,Complejos,0,0,109,120,2,36.3333,2.25,9,12.11
2990,41,1,1,0,Dibujo animado,0,2,14.25,0,0,0.5,1,0,Complejos,0,0,0,28.5,1,0,1,2,0
2991,22,1,0,1,Comedia,0,2,31,0,0,1,0,0,Complejos,0,0,0,31,1,0,2,2,0
2992,25,1,1,0,Ciencia Ficcion,0,4,60,0,0,1,0,0,Complejos,0,0,0,60,1,0,4,4,0
2993,44,1,1,0,Animacion,1,2,13.75,0,1,0.5,1,0.5,Complejos,0,0,56,27.5,1,28,1,2,28
2994,21,0,0,1,Dibujo animado,0,2,22,0,0.5,0.75,0,0,Complejos,0,0,0,88,4,0,2,8,0
2995,38,0,0.75,0.25,Ciencia Ficcion,0.75,2,18.5,0,0.75,0.4615,0.25,1,Complejos,0,0,145,148,4,48.3333,1.625,13,11.15
2996,27,1,0,1,Accion,1,2,22,0,1,0,0,0,Complejos,0,0,26.5,22,1,26.5,2,2,13.25
2997,47,1,0,1,Aventura,0,3,55.5,0,1,0,0,0,Tienda Web,0,0,0,55.5,1,0,3,3,0
2998,31,0,0.3333,0.6667,Familiar,0.33,3,24.875,0,0.5,0.1,0,0,Complejos,0,0,35,99.5,3,35,2.5,10,3.5
2999,23,0,0.3333,0.6667,Terror,0.17,2,13,0,0.5,1,0,0,Complejos,0,0,22,78,6,22,2,12,1.83
3000,32,0,0,1,Accion,0,2,22,0,0.5,0,0,1,Tienda Web,0,0,65.5,44,2,21.8333,2,4,16.38
3001,24,0,0.5,0.5,Accion,0.5,2,28.25,0,0.75,0.5556,0,0,Complejos,0,0,54,113,4,27,2.25,9,6
3002,18,0,0,1,Comedia,0.67,2,26,1,1,0.75,0,0.5,Complejos,0,0,18.5,78,3,9.25,2.6667,8,2.31
3003,51,1,0,1,Musical,0,3,10.5,0,1,0.3333,0,0,Complejos,0,0,0,21,1,0,1.5,3,0
3004,33,0,0.2813,0.7188,Ciencia Ficcion,0.84,2,44.9929,0,0.5938,0.0938,0.0313,0.7037,Complejos,0.6286,0,926,1574.75,32,34.2963,1.8286,64,14.47
3005,23,1,0,1,Animacion,1,6,27,1,0,0,0,0.5,Complejos,0,0,38.5,27,1,19.25,6,6,6.42
3006,35,1,0,1,Accion,1,2,17.5,0,1,1,0,0.6667,Complejos,0,0,54,35,1,18,1,2,27
3007,31,1,1,0,Musical,0,2,12,0,0,0,0,0,Complejos,0,0,0,12,1,0,2,2,0
3008,35,0,0.5,0.5,Terror,0.2,2,24.1364,1,0.4,0.75,0,0.6667,Complejos,0,0.0909,78,265.5,10,26,1.8182,20,3.9
3009,35,1,0,1,Ciencia Ficcion,0,2,21,0,0,0,0,0,Complejos,0,0,0,21,1,0,2,2,0
3010,31,0,0,1,Comedia,0,2,9.875,0,0.3333,0.5,0,0,Complejos,0,0,0,39.5,3,0,1.5,6,0
3011,23,0,0.1471,0.8529,Comedia,0.41,1,9.7578,3,0.5294,0.0759,0.0294,0.75,Tienda Web,0.0156,0,770.5,624.5,34,24.0781,1.2344,79,9.75
3012,22,1,0,1,Accion,0,1,11,0,0,1,0,0,Complejos,0,0,0,11,1,0,1,1,0
3013,34,0,0.3333,0.6667,Dibujo animado,0.5,3,33.5,0,0.3333,0.3913,0.1667,0,Complejos,0,0,90.5,301.5,6,30.1667,2.5556,23,3.93
3014,40,0,0,1,Dibujo animado,0.8,2,34.6667,0,0.8,0,0,0.25,Tienda Web,0,0,101.5,208,5,25.375,2.8333,17,5.97
3015,34,0,0,1,Dibujo animado,0.25,2,34.125,0,0,0,0,1,Tienda Web,0,0,50,136.5,4,50,4,16,3.13
3016,20,0,0,1,Animacion,0.6,2,11.6667,0,0.2,0.3,0,0.3333,Complejos,0,0,33.5,70,5,11.1667,1.6667,10,3.35
3017,60,0,0.5,0.5,Drama,0.5,1,9.75,0,0,0.5,0,0.5,Complejos,0,0,131.5,19.5,2,32.875,1,2,65.75
3018,52,0,0.5,0.5,Animacion,0.5,5,24.4,0,0.5,0.3333,0.5,1,Complejos,0,0,42,122,2,42,1.8,9,4.67
3019,58,0,0,1,Drama,1,2,23.2,1,0,0.5,0,0.5,Complejos,0,0,95.5,116,3,23.875,1.2,6,15.92
3020,43,1,0,1,Accion,1,1,11.6,0,0,0,0,0,Tienda Web,0,0,36.5,11.6,1,18.25,1,1,36.5
3021,36,1,1,0,Ciencia Ficcion,0,2,44,0,1,0,0,0,Complejos,0,0,0,44,1,0,2,2,0
3022,28,1,0,1,Accion,0,2,26,0,1,1,0,0,Complejos,0,0,0,26,1,0,2,2,0
3023,31,0,0.5,0.5,Dibujo animado,0.5,5,16.625,0,0.5,0.125,0.5,0,Tienda Web,0,0,27,66.5,2,27,2,8,3.38
3024,38,0,0,1,Comedia,1,2,8.625,1,0.625,0.125,0,0.8333,Complejos,0,0,113.5,69,6,18.9167,2,16,7.09
3025,19,0,0,1,Accion,0.5,2,21.25,0,0.5,1,0,1,Complejos,0,0,24.5,42.5,2,24.5,2.5,5,4.9
3026,31,0,0.3182,0.6818,Dibujo animado,0.36,2,15.7581,0,0.3182,0.0682,0.0455,0.2222,Tienda Web,0,0,186,488.5,22,20.6667,1.4194,44,4.23
3027,37,1,1,0,Dibujo animado,0,2,28,0,0,1,0,0,Complejos,0,0,0,28,1,0,2,2,0
3028,37,0,0.3333,0.6667,Animacion,1,4,27.2,0,0.6667,0.4,0.3333,0.5,Complejos,0,0,109,136,3,27.25,2,10,10.9
3029,27,0,0.2143,0.7857,Accion,0.43,2,14.4333,2,0.7333,0.3448,0,0.6667,Complejos,0,0,120.5,216.5,14,20.0833,1.9333,29,4.16
3030,35,1,0,1,Aventura,0,2,46,0,1,1,0,0.25,Complejos,0,0,120,46,1,30,2,2,60
3031,21,0,0.1667,0.8333,Comedia,0.61,4,19.1944,0,0.625,0.125,0,0.1538,Tienda Web,0,0,236,345.5,18,18.1538,3.1111,56,4.21
3032,28,0,0.3333,0.6667,Dibujo animado,1,4,30.8,1,0.6667,0.3333,0.3333,0.75,Complejos,0,0,207,154,3,51.75,2.4,12,17.25
3033,40,0,0,1,Animacion,0,5,14,0,0.6667,0.375,0,0,Complejos,0,0,0,42,3,0,2.6667,8,0
3034,24,0,0.25,0.75,Aventura,0.25,2,28,1,0.75,1,0,0.5,Complejos,0,0,63.5,112,4,31.75,2.25,9,7.06
3035,51,1,1,0,Musical,1,2,34,0,1,1,0,1,Complejos,0,0,32,34,1,32,2,2,16
3036,41,0,0,1,Dibujo animado,0.5,3,43.25,0,0,1,0,1,Complejos,0,0,193,86.5,2,48.25,3.5,7,27.57
3037,41,0,0,1,Aventura,1,5,18.6667,0,0,0,0,0,Complejos,0,0,45,56,2,22.5,2.3333,7,6.43
3038,34,1,0,1,Ciencia Ficcion,1,2,20,1,0,1,0,1,Complejos,0,0,72.5,20,1,36.25,2,2,36.25
3039,39,0,0.3333,0.6667,Dibujo animado,0.33,4,17.8571,0,0.25,0.48,0.1111,0.75,Complejos,0,0.1429,150.5,250,9,37.625,1.7857,25,6.02
3040,20,1,0,1,Comedia,1,4,42,0,0,0,0,0,Complejos,0,0,5.5,42,1,5.5,4,4,1.38
3041,35,0,0,1,Musical,0.5,2,9,1,1,0.5,0,0,Complejos,0,0,14,18,2,14,2,4,3.5
3042,40,0,0,1,Aventura,0.5,4,27.4286,0,1,0.2667,0.25,0.2,Complejos,0,0.5714,189,192,4,37.8,2.1429,15,12.6
3043,43,0,0.4533,0.5467,Drama,0.33,1,12.0267,0,0.7333,0.4933,0,0.12,Complejos,0,0,296,902,75,11.84,1,75,3.95
3044,19,0,0.1364,0.8636,Ciencia Ficcion,0.68,2,28.8696,0,0.3684,0,0,0.1875,Tienda Web,0,0,400,664,22,25,1.8696,43,9.3
3045,35,1,0,1,Accion,1,3,13.5,0,0,0,0,0,Complejos,0,0,24,13.5,1,24,3,3,8
3046,20,0,0.3824,0.6176,Dibujo animado,0.32,2,14.5875,0,0.6667,0.4545,0.0294,0.1333,Complejos,0,0.1,152.5,583.5,34,10.1667,1.925,77,1.98
3047,40,0,0.8333,0.1667,Terror,0.5,2,30.7857,0,0,0.5333,0,0.3333,Complejos,0,0.2857,101,215.5,6,33.6667,2.1429,15,6.73
3048,49,0,0.5,0.5,Ciencia Ficcion,0,2,19.5,1,1,1,0,0,Complejos,0,0,0,39,2,0,1.5,3,0
3049,33,0,0.3333,0.6667,Comedia,0.33,2,37.75,0,0.6667,0.3333,0,1,Tienda Web,0,0,160.5,151,3,40.125,2.25,9,17.83
3050,25,0,0,1,Comedia,0.6,3,21.4167,1,0.8,0.5385,0,0.3333,Complejos,0,0,105.5,128.5,5,35.1667,2.1667,13,8.12
3051,27,0,0.2,0.8,Comedia,0.6,2,40.8333,0,0.6,0.8333,0,0.5,Complejos,0,0,131.5,245,5,32.875,2,12,10.96
3052,27,0,0.5,0.5,Dibujo animado,0.5,2,16,0,0.5,0.5,0,1,Complejos,0,0,39,32,2,39,2,4,9.75
3053,24,1,0,1,Terror,0,2,21,1,1,0,0,0,Tienda Web,0,0,0,21,1,0,2,2,0
3054,36,1,0,1,Dibujo animado,0,2,22,0,1,0.5,1,0,Complejos,0,0,0,44,1,0,1,2,0
3055,24,0,0.5,0.5,Dibujo animado,1,2,20.5,0,0.5,1,0,1,Complejos,0,0,40.5,41,2,20.25,2,4,10.13
3056,49,0,0,1,Ciencia Ficcion,0.5,1,16,0,1,0.5,0,0,Complejos,0,0,38,32,2,19,1,2,19
3057,49,0,0.25,0.75,Dibujo animado,0.25,2,22.4,0,0,0,0,1,Complejos,0,0,10,112,4,10,2.4,12,0.83
3058,47,1,0,1,Drama,1,2,31,0,1,1,0,0,Complejos,0,0,25,31,1,25,2,2,12.5
3059,34,0,0.5,0.5,Terror,0.5,2,21.3,0,0,0.5,0,1,Tienda Web,0,0,57.5,42.6,2,28.75,2,4,14.38
3060,28,0,0,1,Ciencia Ficcion,0,2,23.25,0,1,0.6,0,0,Complejos,0,0.5,0,46.5,2,0,2.5,5,0
3061,66,1,1,0,Accion,0,2,11,0,1,0,0,0,Complejos,0,0,0,11,1,0,2,2,0
3062,26,1,1,0,Terror,1,2,28,0,0,1,0,1,Complejos,0,0,24,28,1,24,2,2,12
3063,27,0,0.6667,0.3333,Accion,1,2,33.1667,0,0.3333,0,0,0.6667,Tienda Web,0,0,112.5,99.5,3,37.5,2.3333,7,16.07
3064,44,1,0,1,Accion,0,2,13.5,0,1,0.5,1,0,Complejos,0,0,0,27,1,0,1,2,0
3065,24,0,0.4,0.6,Animacion,0.4,1,20.6333,0,0.2,0.2,0.2,0.5,Tienda Web,0,0,64,123.8,5,32,1.6667,10,6.4
3066,38,0,0.2353,0.7647,Terror,0.47,2,15.2895,1,0.3529,0.0645,0,0.125,Tienda Web,0,0,191.5,290.5,17,23.9375,1.6316,31,6.18
3067,25,0,0,1,Ciencia Ficcion,1,5,30.3333,0,0.3333,0,0,0.25,Tienda Web,0,0,150,91,3,37.5,4.6667,14,10.71
3068,19,0,0.2143,0.7857,Dibujo animado,0.71,2,18.2813,1,0.6154,0.2,0.0714,0.6364,Complejos,0,0,312,292.5,14,28.3636,2.1875,35,8.91
3069,29,0,0.2,0.8,Ciencia Ficcion,0.5,1,16.3636,0,0.6,0.1429,0,0.3333,Complejos,0,0,179.5,180,10,29.9167,1.2727,14,12.82
3070,25,0,1,0,Ciencia Ficcion,0.5,5,32.5,1,0.5,0.8571,0.5,1,Complejos,0,0,31,97.5,2,31,2.3333,7,4.43
3071,32,0,0.6667,0.3333,Comedia,0.67,2,21.1667,0,0.6667,0.5714,0,0.5,Complejos,0,0,62.5,63.5,3,31.25,2.3333,7,8.93
3072,27,1,0,1,Dibujo animado,0,2,17,0,0,1,0,0,Complejos,0,0,0,17,1,0,2,2,0
3073,30,0,1,0,Ciencia Ficcion,0.25,2,25.5,0,0.25,0.75,0,1,Complejos,0,0,9.5,102,4,9.5,2,8,1.19
3074,22,0,0.0357,0.9643,Accion,0.57,2,11.5,2,0.5,0.2545,0,0.8824,Complejos,0,0,498.5,333.5,28,29.3235,1.8966,55,9.06
3075,41,0,1,0,Accion,1,4,31.2,0,0,0.6,0.3333,0,Complejos,0,0,83,156,3,27.6667,2,10,8.3
3076,26,0,0.2727,0.7273,Comedia,0.27,2,21.5,1,0.3636,0.1071,0.0909,0.25,Complejos,0,0,106,279.5,11,26.5,2.1538,28,3.79
3077,30,0,0.0769,0.9231,Dibujo animado,0.69,2,18.3571,1,0.6429,0.0667,0,0.1111,Tienda Web,0,0,223.5,257,13,24.8333,2.1429,30,7.45
3078,30,0,0.4545,0.5455,Accion,0.18,2,15.3091,0,0.7273,0,0.0909,0,Tienda Web,0,0,48.5,168.4,11,24.25,2.0909,23,2.11
3079,22,0,0.3902,0.6098,Comedia,0.88,2,26.6132,0,0.625,0.2061,0.0244,0.55,Complejos,0,0,1102.5,1410.5,41,27.5625,2.4717,131,8.42
3080,40,0,0,1,Aventura,0.33,3,9.5,0,0.5,0.1667,0.3333,0.5,Complejos,0,0,45.5,76,3,22.75,0.75,6,7.58
3081,32,0,0.3333,0.6667,Terror,0.83,2,30.5,0,0.1667,0.1538,0,0.5,Tienda Web,0,0,188.5,183,6,31.4167,2.1667,13,14.5
3082,37,0,0,1,Ciencia Ficcion,0.5,2,13.8333,1,0.5,0.75,0,0,Complejos,0,0,42.5,41.5,2,21.25,1.3333,4,10.63
3083,21,0,0.1,0.9,Ciencia Ficcion,0.95,2,14.75,0,0.3913,0,0.05,0.2083,Tienda Web,0,0,711,383.5,20,29.625,1.8077,47,15.13
3084,52,0,0,1,Accion,0.2,2,33.2,0,0.6,0,0,0,Tienda Web,0,0,26,166,5,26,2.8,14,1.86
3085,35,0,0,1,Dibujo animado,1,2,19,0,0.5,0.5,0,0,Complejos,0,0,50,38,2,25,2,4,12.5
3086,28,0,0,1,Terror,0,2,27.3333,2,1,0.6667,0,0,Complejos,0,0,0,82,3,0,2,6,0
3087,30,0,0,1,Comedia,0.88,2,25.25,0,0.75,0.3,0.125,0.5556,Complejos,0,0,380.5,303,8,42.2778,1.6667,20,19.02
3088,26,0,0,1,Dibujo animado,0.2,2,12.7,0,0.4,0,0,1,Tienda Web,0,0,10,63.5,5,10,2,10,1
3089,29,0,0.5,0.5,Dibujo animado,1,2,19,0,0.5,1,0,0,Complejos,0,0,56,38,2,28,2,4,14
3090,22,0,0.6667,0.3333,Terror,0.67,2,17.75,0,0.6667,0.8571,0.3333,1,Complejos,0,0,62.5,71,3,31.25,1.75,7,8.93
3091,30,0,0.75,0.25,Terror,0.25,2,26.75,0,0.5,0.625,0,1,Complejos,0,0,28.5,107,4,28.5,2,8,3.56
3092,28,0,0.4,0.6,Accion,0.2,2,23.3333,0,0.8,0.4615,0.2,0,Complejos,0,0,63.5,140,5,31.75,2.1667,13,4.88
3093,39,0,0,1,Animacion,0.67,8,55,1,0.6667,0.3636,0,1,Complejos,0,0,147,165,3,73.5,7.3333,22,6.68
3094,51,0,0.1228,0.8772,Ciencia Ficcion,0.42,1,12.18,0,0.2368,0.0962,0.0175,0.7742,Tienda Web,0,0,611.5,852.6,57,19.7258,1.4857,104,5.88
3095,59,0,1,0,Ciencia Ficcion,0,2,24,0,0,0,0,0,Complejos,0,0,0,48,2,0,2,4,0
3096,19,0,0,1,Drama,0,5,48,0,0.5,0.7143,0,0,Complejos,0,0,0,96,2,0,3.5,7,0
3097,28,0,0,1,Terror,0.6,2,22,1,0.5,0.08,0,0.1667,Tienda Web,0,0,141,220,10,23.5,2.5,25,5.64
3098,37,1,0,1,Dibujo animado,1,5,60,0,0,0,0,0,Tienda Web,0,0,55,60,1,55,5,5,11
3099,61,0,1,0,Comedia,1,2,20.75,0,0.3333,0.8333,0,0,Complejos,0,0,65,83,3,21.6667,1.5,6,10.83
3100,30,0,0.5,0.5,Familiar,0,1,10.25,0,0,1,0,0,Complejos,0,0,32.5,20.5,2,32.5,1,2,16.25
3101,24,0,0,1,Animacion,1,2,28.6667,1,1,0.5,0.5,0.75,Complejos,0,0,120,86,2,30,2,6,20
3102,48,1,0,1,Aventura,1,3,30,0,1,0,0,0,Complejos,0,0,26,30,1,26,3,3,8.67
3103,33,0,0,1,Accion,0.29,2,8.3182,0,0.5714,0.2,0.1429,0,Complejos,0,0,58,91.5,7,29,0.9091,10,5.8
3104,24,0,0.2,0.8,Ciencia Ficcion,0.13,2,19.1813,0,0.5,0.125,0,0,Tienda Web,0,0,82,306.9,15,27.3333,2,32,2.56
3105,27,1,1,0,Ciencia Ficcion,1,4,23,0,1,0,1,0,Tienda Web,0,0,65.5,46,1,32.75,2,4,16.38
3106,25,0,0.2,0.8,Terror,0.6,2,28.0278,0,0.6429,0.0526,0,0.4545,Tienda Web,0.0556,0,249.5,504.5,15,22.6818,2.1111,38,6.57
3107,30,1,0,1,Drama,1,4,18,0,1,1,0,0,Complejos,0,0,28,18,1,28,4,4,7
3108,34,0,0.2941,0.7059,Ciencia Ficcion,0.29,2,9.4792,3,0.4706,0.3077,0.0588,0,Complejos,0,0,85.5,227.5,17,12.2143,1.625,39,2.19
3109,38,0,0.5,0.5,Comedia,0.5,3,19.3333,0,1,0.4,0.5,0,Complejos,0,0,61,58,2,30.5,1.6667,5,12.2
3110,43,0,0,1,Dibujo animado,0.67,1,20.875,1,0.3333,0.4444,0.3333,1,Complejos,0,0,51,83.5,3,17,2.25,9,5.67
3111,33,0,0,1,Dibujo animado,1,3,25.4,1,1,0.3636,0.3333,0.5,Complejos,0,0,130.5,127,3,32.625,2.2,11,11.86
3112,22,1,1,0,Animacion,1,2,41,0,1,1,0,0,Complejos,0,0,35,41,1,35,2,2,17.5
3113,42,0,0.4167,0.5833,Ciencia Ficcion,0.42,3,13.7024,0,0.5,0,0.0833,0.2,Tienda Web,0,0,137,287.75,12,27.4,1.6667,35,3.91
3114,46,1,0,1,Dibujo animado,0,2,17,0,0,0,0,0,Complejos,0,0,0,17,1,0,2,2,0
3115,25,1,0,1,Ciencia Ficcion,0,2,18,0,0,1,0,0,Complejos,0,0,0,18,1,0,2,2,0
3116,25,0,0.1667,0.8333,Accion,0.5,2,27.5714,0,0.6667,0.6667,0,0.3333,Complejos,0,0,120.5,193,6,40.1667,2.1429,15,8.03
3117,27,1,0,1,Ciencia Ficcion,0,2,9,0,1,0,0,0,Complejos,0,0,0,9,1,0,2,2,0
3118,28,0,1,0,Familiar,0.5,2,24.5,0,0.5,0.3333,0,0,Complejos,0,0,30,49,2,30,3,6,5
3119,23,0,0,1,Accion,0.33,2,14,0,0.6667,0.1667,0,0,Complejos,0,0,44,56,3,22,1.5,6,7.33
3120,60,0,0.1667,0.8333,Accion,0.17,2,25.5,0,0.1667,0.2727,0,0.6667,Complejos,0,0,53,153,6,17.6667,1.8333,11,4.82
3121,44,0,0.5,0.5,Accion,0.88,1,36.625,0,0.5,0,0,0.8571,Tienda Web,0.625,0,255,293,8,36.4286,1.375,11,23.18
3122,20,0,0.2857,0.7143,Accion,0.43,2,35.5,0,1,0.1905,0,0,Tienda Web,0,0,121.5,319.5,7,30.375,2.3333,21,5.79
3123,22,0,0.0714,0.9286,Terror,0.64,2,15.5,1,0.6111,0.2333,0.0714,0.1,Complejos,0,0,139,325.5,14,13.9,1.4286,30,4.63
3124,46,0,0.75,0.25,Ciencia Ficcion,0.5,4,40.8333,1,0.5,0.2353,0.25,1,Complejos,0,0,28,245,4,14,2.8333,17,1.65
3125,32,0,0,1,Accion,0.5,1,20,0,0.5,0.25,0,1,Complejos,0,0,50,40,2,50,2,4,12.5
3126,24,0,0,1,Accion,0.09,2,11.7083,0,0.8182,0.0909,0,0,Complejos,0,0,5.5,140.5,11,5.5,1.8333,22,0.25
3127,36,0,0.3333,0.6667,Dibujo animado,0.67,3,47.125,0,0.6667,0.6,0.3333,1,Complejos,0,0,110.5,188.5,3,36.8333,2.5,10,11.05
3128,33,0,0.75,0.25,Dibujo animado,0.25,1,16.8,0,0,0.2857,0.25,0,Complejos,0,0,26,84,4,26,1.4,7,3.71
3129,19,0,0.3333,0.6667,Terror,0.67,5,24,1,0.3333,0.4,0.3333,1,Complejos,0,0.4,44,120,3,22,2,10,4.4
3130,41,0,0,1,Ciencia Ficcion,0,1,14.1667,0,0.6667,0.6667,0,0,Complejos,0,0,0,42.5,3,0,1,3,0
3131,51,0,1,0,Aventura,0.5,3,24.75,0,0.25,0.5,0,1,Complejos,0,0,42,99,2,42,1.5,6,7
3132,33,1,1,0,Ciencia Ficcion,0,3,16.75,1,0,0.6667,1,0,Complejos,0,0,0,33.5,1,0,1.5,3,0
3133,39,0,0,1,Musical,0,2,6.5,0,0,0.25,0,0.5,Complejos,0,0,52,19.5,2,26,1.3333,4,13
3134,24,0,0.4054,0.5946,Terror,0.22,2,23.2949,0,0.6216,0.0472,0,0.1111,Tienda Web,0,0,307.5,908.5,37,34.1667,3.2564,127,2.42
3135,35,0,1,0,Accion,1,2,21.5,0,0.5,0.4286,0.5,0.5,Complejos,0,0,80.5,86,2,40.25,1.75,7,11.5
3136,35,0,0.2727,0.7273,Ciencia Ficcion,0.82,3,15.5313,0,0.6364,0.3939,0.0909,0.5556,Complejos,0,0.0625,171.5,248.5,11,19.0556,2.0625,33,5.2
3137,33,0,0.75,0.25,Ciencia Ficcion,0.25,4,28.2143,0,0.5,0.75,0.25,0,Complejos,0,0,31,197.5,4,31,2.2857,16,1.94
3138,26,0,0.3636,0.6364,Terror,0.64,2,17.16,0,0.5455,0.1538,0,0.1429,Tienda Web,0,0,155,257.4,11,22.1429,1.7333,26,5.96
3139,50,1,0,1,Ciencia Ficcion,0,2,15,1,0,1,0,0,Complejos,0,0,0,15,1,0,2,2,0
3140,28,0,0,1,Accion,0.83,2,22.75,0,0.3333,0.5455,0,0.8,Complejos,0,0,126.5,136.5,6,25.3,1.8333,11,11.5
3141,26,0,0.25,0.75,Comedia,0.75,2,17.5714,2,0.5,0.3684,0,0.1429,Tienda Web,0,0,193.5,246,8,27.6429,1.3571,19,10.18
3142,30,1,0,1,Ciencia Ficcion,0,7,34.75,1,1,0.5714,1,0,Complejos,0,0,0,69.5,1,0,3.5,7,0
3143,45,0,0,1,Ciencia Ficcion,0.67,2,24.75,0,0.6667,0.375,0.3333,1,Complejos,0,0,64,99,3,32,2,8,8
3144,18,0,0,1,Ciencia Ficcion,0.67,2,17.125,0,0.3333,0.5,0,0,Complejos,0,0.25,62,68.5,3,31,1.5,6,10.33
3145,28,1,0,1,Musical,0,1,12,0,1,1,0,0,Complejos,0,0,0,12,1,0,1,1,0
3146,37,0,0.5455,0.4545,Dibujo animado,1,3,23.4474,0,0.6364,0.4839,0.0909,0.5385,Complejos,0,0,490.5,445.5,11,37.7308,1.6316,31,15.82
3147,28,0,0.4615,0.5385,Accion,0.77,2,19.8,0,0.4615,0.36,0,0.3333,Complejos,0,0,296,297,13,24.6667,1.6667,25,11.84
3148,33,1,0,1,Comedia,0,2,32,0,1,1,0,0,Complejos,0,0,0,32,1,0,2,2,0
3149,22,0,0.3333,0.6667,Terror,0.67,2,38,0,0.6667,0.75,0,1,Complejos,0,0,78,114,3,39,2.6667,8,9.75
3150,32,1,1,0,Animacion,0,3,28.5,0,0,1,0,0,Complejos,0,0,0,28.5,1,0,3,3,0
3151,27,0,0,1,Accion,1,2,20.0909,0,0.7778,0.4444,0,0.5385,Complejos,0,0,462.5,221,9,35.5769,1.6364,18,25.69
3152,27,0,0.5,0.5,Aventura,0,4,6.52,0,0.5,0.3333,0,0,Complejos,0,0,0,32.6,2,0,1.2,6,0
3153,32,0,0.625,0.375,Ciencia Ficcion,0.06,2,20.0476,0,0.5625,0.5,0.0625,0.5,Complejos,0,0,40,421,16,20,2,42,0.95
